audio_path,references,speaker,predictions,test_data
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0184.wav,leak,F04,leek,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0260.wav,sleep,M04,fleet,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0171.wav,cheer,M02,her,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0036.wav,feed,M05,ted,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0282.wav,it also provides for funds to clear slums and help colleges build dormitories,M04,it was a otompvain for fun tu tu tu r flam an el colin pilin do done den,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0156.wav,pot,M02,port,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0019.wav,storm,F01,co,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0115.wav,three,M05,louis,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0087.wav,lip,M02,that tha,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0287.wav,it eventually became a rather proud claim,M03,it eventually became a rather proud claim,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0159.wav,pad,M04,bad,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0067.wav,glow,M05,gino,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0419.wav,tin,M03,tyn,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0138.wav,all the big baseball players get traded,M03,all the big baseball players get traded,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0237.wav,being able to dance can help too,M02,be in her boat the tan couldn't help crew,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0032.wav,swarm,M02,son,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0169.wav,area,M04,ali,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0180.wav,steer,M02,stu,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0070.wav,horn,F01,on,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0044.wav,four,M05,four a,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0137.wav,write,M03,rit,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0345.wav,quicker,M05,her,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0325.wav,ned,M05,mead,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0374.wav,a,M05,ah,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0013.wav,he will allow a rare lie,M05,he will as low a rear lie,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0058.wav,train,M03,train,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0307.wav,november,M03,november,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0104.wav,two,M04,to,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0166.wav,witch,M04,witch,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0174.wav,cheer,M03,cheer,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0366.wav,fork,M05,fag,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0019.wav,sheet,M04,u,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0089.wav,delta,M05,del ta,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0177.wav,mere,M03,mere,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0082.wav,their house is grey and white,M05,the hall is gray and white,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0131.wav,wish,M04,wide,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0052.wav,usually minus several buttons,M04,u u gen farwell bun,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0140.wav,hate,M02,at s,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0108.wav,sticks,M05,tak,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0072.wav,night after night they received annoying phone calls,F04,night after night they received annoying fond calls,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0049.wav,swarm,M02,lor,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0095.wav,dug,M05,dig,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0171.wav,vat,F04,tat,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0245.wav,zero,M05,zio,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0298.wav,both injuries were to the same leg,M04,both indian or two then the den like,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0185.wav,spain,F04,spang,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0364.wav,hand,M05,hand y,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0305.wav,he really crucified him he nailed it for a yard loss,M05,he rectified in the e ne it for you,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0042.wav,mother sews yellow gingham aprons,M05,my day so is yellow g,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0217.wav,shoot,M03,shut,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0072.wav,sheet,F01,sey,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0025.wav,galore,M05,go,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0206.wav,menu,M03,mae,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0096.wav,a roll of wire lay near the wall,M02,a row love water la mare's la voir,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0144.wav,eight,M02,up,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0237.wav,thigh,M02,ti,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0179.wav,this is a period of transition for me,M05,this as a being of termination for me,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0220.wav,no,M02,o,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0273.wav,romeo,M05,lo meo,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0046.wav,mere,F04,mer,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0053.wav,dug,M04,dog,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0328.wav,said,M05,said h,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0145.wav,league,F04,leagu,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0026.wav,train,F01,going,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0200.wav,blow,M05,beaux,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0023.wav,rocks,M05,our arch,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0066.wav,beat,M04,bed,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0016.wav,whoop,M05,u,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0286.wav,the owners regularly look for plumbing leaks,M05,la one ego they look for pluming leach,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0144.wav,this is not a program of socialized medicine,F04,this is not a programme of socialized medicine,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0001.wav,shoot,F04,shoot,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0219.wav,tile,M02,tai,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0380.wav,dead,M05,dead o,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0214.wav,hat,M02,ha,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0043.wav,mother sews yellow gingham aprons,M05,mighty so ye the gingham aproned,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0151.wav,he wrapped the package hastily,M05,he up to peck at it to thee,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0220.wav,witch,M03,wich,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0102.wav,air,M02,e,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0097.wav,lip,M05,rip,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0109.wav,air,M05,our,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0058.wav,hear,M05,her t,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0218.wav,tin,F04,tim,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0251.wav,select,M04,then,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0159.wav,the job provides many benefits,F04,the job provides many benefits,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0066.wav,write,F04,rate,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0335.wav,seed,M03,seed o,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0101.wav,when all else fails use force,F04,when all else fails us fore,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0081.wav,born,M04,borden,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0009.wav,pat,M02,pot,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0344.wav,it also provides for funds to clear slums and help colleges build dormitories,M03,it also provides for funds to clear slums and help colleges build dormitories,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0243.wav,although always alone we survive,F04,although always although always alone we survive,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0148.wav,shout,M02,shaft n,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0236.wav,their house is grey and white,M04,then down get and white,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0027.wav,we have often urged him to walk more and smoke less,M05,we have often in him to walk more and to mote that,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0080.wav,for,M05,for h,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0026.wav,my sister made the flowered curtains,M05,my faith to me that a wood kittens,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0393.wav,meat,M03,meet,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0145.wav,three,M04,three,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0134.wav,area,M02,here are,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0065.wav,write,F04,right,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0070.wav,witch,F04,write,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0289.wav,leak,M03,leake,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0238.wav,hand,M02,and,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0239.wav,witch,M02,where,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0047.wav,one,F01,one o,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0156.wav,pot,M02,pot,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0039.wav,sticks,M02,stars,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0140.wav,pit,M02,pere,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0046.wav,we have often urged him to walk more and smoke less,M04,we we have a tin ear im to doing to one more an an an some more left,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0105.wav,write,M05,but,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0203.wav,she is thinner than i am,M02,see yeh thinner than i am,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0013.wav,he will allow a rare lie,M05,he will as ow a rear lie,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0141.wav,pitting,M05,but peden,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0177.wav,no,M05,no,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0206.wav,menu,M03,mau,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0227.wav,people who value themselves are life's winners,F04,people who value themselves are lifes winners,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0126.wav,pad,M03,had,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0013.wav,he will allow a rare lie,M05,he will as ow a rear li,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0157.wav,she is thinner than i am,M04,to you boy wooden then i am,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0030.wav,the quick brown fox jumps over the lazy dog,F01,the quick bone fox comes over the lading gog,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0087.wav,swarm,M04,worm,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0207.wav,it eventually became a rather proud claim,M02,is that friend we we claim a vale proud claim,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0148.wav,fill,M05,well,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0218.wav,air,M04,er,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0157.wav,leak,M02,luc,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0188.wav,tile,M03,tyle,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0293.wav,fat,M04,bad,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0045.wav,urgent,M05,irgens,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0154.wav,shy,M05,estra,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0130.wav,grandfather likes to be modern in his language,F01,well polly let go me modin his lang wick,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0198.wav,harm,F04,arm,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0046.wav,mere,F04,mear,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0057.wav,we gathered shells on the beach,M05,we gathered shells on their beak,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0371.wav,bed,M05,bed t,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0070.wav,witch,F04,with,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0051.wav,both figures would go higher in later years,M05,both afraid ye will go higher in ize to years,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0236.wav,i scrubbed the floors thoroughly,M02,i scrubbed the farm terribly,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0086.wav,my sister made the flowered curtains,M02,my fifth limit pla a con,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0246.wav,sell,F04,thou,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0143.wav,no,M02,o,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0085.wav,white,M02,hy,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0273.wav,romeo,M05,omeo,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0051.wav,both figures would go higher in later years,M05,both afraid ye will go higher in isa te ye,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0037.wav,rake,F01,rank,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0174.wav,we gathered shells on the beach,M04,we we get shot on on the bead beach,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0103.wav,witch,M05,wi,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0157.wav,both injuries were to the same leg,F04,both injuries were to the same leg,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0317.wav,fat,M03,fat,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0086.wav,glow,M02,glow,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0379.wav,when all else fails use force,M03,when all else fails use force,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0106.wav,seed,F04,feed,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0187.wav,lima,M05,sime,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0030.wav,torn,M02,corn,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0104.wav,pit,F04,pet,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0149.wav,six,M05,fix,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0057.wav,we gathered shells on the beach,M05,we gathered shells on the beach,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0140.wav,pit,M02,pert,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0052.wav,area,M05,a s,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0171.wav,chop,M02,for,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0282.wav,it also provides for funds to clear slums and help colleges build dormitories,M04,it was a otompvain for fun tu tu tu r flam an el colin pilin do done ten,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0044.wav,he dresses himself in an ancient black frock coat,M02,he dwells as himself and an ancient black rollock conte,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0151.wav,he wrapped the package hastily,M05,he up to pack it is to the,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0199.wav,six,M02,sir,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0280.wav,hat,M04,had,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0050.wav,feed,M04,fied,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0309.wav,sell,M03,sel,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0154.wav,shy,M05,esther,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0156.wav,yes,M02,a yes,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0154.wav,shy,M05,islay,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0144.wav,this is not a program of socialized medicine,F04,this is not a program of socialized medicine,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0265.wav,mush,M03,much,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0082.wav,one,M04,an,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0035.wav,much,M05,might,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0105.wav,corn,M04,cly,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0117.wav,bloat,F04,blot,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0176.wav,galore,M04,he gather,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0201.wav,it was a good win for us,M05,it wath a good wind for us,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F01/Session1/wav_headMic/0079.wav,air,F01,h,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0117.wav,bloat,F04,bloat,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0022.wav,coupe,M05,trout,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0234.wav,troop,M02,droop,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//F04/Session2/wav_headMic/0240.wav,right,F04,right,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0412.wav,ned,M03,ned n,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0071.wav,we have often urged him to walk more and smoke less,M02,we have over trim to war more an smoke glass,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0036.wav,i can read,M02,i can't leave,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0188.wav,ate,M02,au,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session1/wav_headMic/0138.wav,ate,M02,at,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0113.wav,meat,M05,med,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0034.wav,down,M04,down,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session1/wav_headMic/0032.wav,left,M05,de rue,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0090.wav,down,M03,down,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0051.wav,farm,M04,fans,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0162.wav,fat,M05,fat,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0041.wav,pat,M03,page,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0358.wav,witch,M03,witch,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0273.wav,forward,M04,poem,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M02/Session2/wav_headMic/0082.wav,yes,M02,y es,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M05/Session2/wav_headMic/0131.wav,all the big baseball players get traded,M05,all your big your best you well pray is overtraed,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M04/Session2/wav_headMic/0097.wav,air,M04,hen,0
/home/rao/projects/torgo_inference_on_cluster/torgo_dataset/torgo//M03/Session2/wav_headMic/0109.wav,rage,M03,rage,0
